filename,session_id,window_index,label,split,start_time_seconds,context
20260111_204751_window_0026.wav,20260111_204751,26,1,train,6.5,no_background_noise
20260111_204751_window_0027.wav,20260111_204751,27,1,train,6.75,no_background_noise
20260111_204751_window_0028.wav,20260111_204751,28,1,train,7.0,no_background_noise
20260111_204751_window_0029.wav,20260111_204751,29,1,train,7.25,no_background_noise
20260111_204751_window_0030.wav,20260111_204751,30,1,train,7.5,no_background_noise
20260111_204751_window_0031.wav,20260111_204751,31,1,train,7.75,no_background_noise
20260111_204751_window_0032.wav,20260111_204751,32,1,train,8.0,no_background_noise
20260111_204751_window_0033.wav,20260111_204751,33,1,train,8.25,no_background_noise
20260111_204751_window_0034.wav,20260111_204751,34,1,train,8.5,no_background_noise
20260111_204751_window_0035.wav,20260111_204751,35,1,train,8.75,no_background_noise
20260111_204751_window_0036.wav,20260111_204751,36,1,train,9.0,no_background_noise
20260111_204751_window_0037.wav,20260111_204751,37,1,train,9.25,no_background_noise
20260111_204751_window_0038.wav,20260111_204751,38,1,train,9.5,no_background_noise
20260111_204751_window_0039.wav,20260111_204751,39,1,train,9.75,no_background_noise
20260111_204751_window_0040.wav,20260111_204751,40,1,train,10.0,no_background_noise
20260111_204751_window_0041.wav,20260111_204751,41,1,train,10.25,no_background_noise
20260111_204751_window_0042.wav,20260111_204751,42,1,train,10.5,no_background_noise
20260111_204751_window_0043.wav,20260111_204751,43,1,train,10.75,no_background_noise
20260111_204751_window_0044.wav,20260111_204751,44,1,train,11.0,no_background_noise
20260111_204751_window_0045.wav,20260111_204751,45,1,train,11.25,no_background_noise
20260111_204751_window_0046.wav,20260111_204751,46,1,train,11.5,no_background_noise
20260111_204751_window_0047.wav,20260111_204751,47,1,train,11.75,no_background_noise
20260111_204751_window_0048.wav,20260111_204751,48,1,train,12.0,no_background_noise
20260111_204751_window_0049.wav,20260111_204751,49,1,train,12.25,no_background_noise
20260111_204751_window_0050.wav,20260111_204751,50,1,train,12.5,no_background_noise
20260111_204751_window_0051.wav,20260111_204751,51,1,train,12.75,no_background_noise
20260111_204751_window_0052.wav,20260111_204751,52,1,train,13.0,no_background_noise
20260111_204751_window_0053.wav,20260111_204751,53,1,train,13.25,no_background_noise
20260111_204751_window_0054.wav,20260111_204751,54,1,train,13.5,no_background_noise
20260111_204751_window_0055.wav,20260111_204751,55,1,train,13.75,no_background_noise
20260111_204751_window_0056.wav,20260111_204751,56,1,train,14.0,no_background_noise
20260111_204751_window_0057.wav,20260111_204751,57,1,train,14.25,no_background_noise
20260111_204751_window_0058.wav,20260111_204751,58,1,train,14.5,no_background_noise
20260111_204751_window_0059.wav,20260111_204751,59,1,train,14.75,no_background_noise
20260111_204751_window_0060.wav,20260111_204751,60,1,train,15.0,no_background_noise
20260111_204751_window_0061.wav,20260111_204751,61,1,train,15.25,no_background_noise
20260111_204751_window_0062.wav,20260111_204751,62,1,train,15.5,no_background_noise
20260111_204751_window_0063.wav,20260111_204751,63,1,train,15.75,no_background_noise
20260111_204751_window_0064.wav,20260111_204751,64,1,train,16.0,no_background_noise
20260111_204751_window_0065.wav,20260111_204751,65,1,train,16.25,no_background_noise
20260111_204751_window_0066.wav,20260111_204751,66,1,train,16.5,no_background_noise
20260111_204751_window_0067.wav,20260111_204751,67,1,train,16.75,no_background_noise
20260111_204751_window_0068.wav,20260111_204751,68,1,train,17.0,no_background_noise
20260111_204751_window_0069.wav,20260111_204751,69,1,train,17.25,no_background_noise
20260111_204751_window_0070.wav,20260111_204751,70,1,train,17.5,no_background_noise
20260111_204751_window_0071.wav,20260111_204751,71,1,train,17.75,no_background_noise
20260111_204751_window_0072.wav,20260111_204751,72,1,train,18.0,no_background_noise
20260111_204751_window_0073.wav,20260111_204751,73,1,train,18.25,no_background_noise
20260111_204751_window_0074.wav,20260111_204751,74,1,train,18.5,no_background_noise
20260111_204751_window_0075.wav,20260111_204751,75,1,train,18.75,no_background_noise
20260111_204751_window_0076.wav,20260111_204751,76,1,train,19.0,no_background_noise
20260111_204751_window_0077.wav,20260111_204751,77,1,train,19.25,no_background_noise
20260111_204751_window_0078.wav,20260111_204751,78,1,train,19.5,no_background_noise
20260111_204751_window_0079.wav,20260111_204751,79,1,train,19.75,no_background_noise
20260111_204751_window_0080.wav,20260111_204751,80,1,train,20.0,no_background_noise
20260111_204751_window_0081.wav,20260111_204751,81,1,train,20.25,no_background_noise
20260111_204751_window_0082.wav,20260111_204751,82,1,train,20.5,no_background_noise
20260111_204751_window_0083.wav,20260111_204751,83,1,train,20.75,no_background_noise
20260111_204751_window_0084.wav,20260111_204751,84,1,train,21.0,no_background_noise
20260111_204751_window_0085.wav,20260111_204751,85,1,train,21.25,no_background_noise
20260111_204751_window_0086.wav,20260111_204751,86,1,train,21.5,no_background_noise
20260111_204751_window_0087.wav,20260111_204751,87,1,train,21.75,no_background_noise
20260111_204751_window_0088.wav,20260111_204751,88,1,train,22.0,no_background_noise
20260111_204751_window_0089.wav,20260111_204751,89,1,train,22.25,no_background_noise
20260111_204751_window_0090.wav,20260111_204751,90,1,train,22.5,no_background_noise
20260111_204751_window_0091.wav,20260111_204751,91,1,train,22.75,no_background_noise
20260111_204751_window_0092.wav,20260111_204751,92,1,train,23.0,no_background_noise
20260111_204751_window_0093.wav,20260111_204751,93,1,train,23.25,no_background_noise
20260111_204751_window_0094.wav,20260111_204751,94,1,train,23.5,no_background_noise
20260111_204751_window_0095.wav,20260111_204751,95,1,train,23.75,no_background_noise
20260111_204751_window_0096.wav,20260111_204751,96,1,train,24.0,no_background_noise
20260111_204751_window_0097.wav,20260111_204751,97,1,train,24.25,no_background_noise
20260111_204751_window_0098.wav,20260111_204751,98,1,train,24.5,no_background_noise
20260111_204751_window_0099.wav,20260111_204751,99,1,train,24.75,no_background_noise
20260111_204751_window_0100.wav,20260111_204751,100,1,train,25.0,no_background_noise
20260111_204751_window_0101.wav,20260111_204751,101,1,train,25.25,no_background_noise
20260111_204751_window_0102.wav,20260111_204751,102,1,train,25.5,no_background_noise
20260111_204751_window_0103.wav,20260111_204751,103,1,train,25.75,no_background_noise
20260111_204751_window_0104.wav,20260111_204751,104,1,train,26.0,no_background_noise
20260111_204751_window_0105.wav,20260111_204751,105,1,train,26.25,no_background_noise
20260111_204751_window_0106.wav,20260111_204751,106,1,train,26.5,no_background_noise
20260111_204751_window_0107.wav,20260111_204751,107,1,train,26.75,no_background_noise
20260111_204751_window_0108.wav,20260111_204751,108,1,train,27.0,no_background_noise
20260111_204751_window_0109.wav,20260111_204751,109,1,train,27.25,no_background_noise
20260111_204751_window_0110.wav,20260111_204751,110,1,train,27.5,no_background_noise
20260111_204751_window_0111.wav,20260111_204751,111,1,train,27.75,no_background_noise
20260111_204751_window_0112.wav,20260111_204751,112,1,train,28.0,no_background_noise
20260111_204751_window_0113.wav,20260111_204751,113,1,train,28.25,no_background_noise
20260111_204751_window_0114.wav,20260111_204751,114,1,train,28.5,no_background_noise
20260111_204751_window_0115.wav,20260111_204751,115,1,train,28.75,no_background_noise
20260111_204751_window_0116.wav,20260111_204751,116,1,train,29.0,no_background_noise
20260111_204751_window_0117.wav,20260111_204751,117,1,train,29.25,no_background_noise
20260111_204751_window_0118.wav,20260111_204751,118,1,train,29.5,no_background_noise
20260111_204751_window_0119.wav,20260111_204751,119,1,train,29.75,no_background_noise
20260111_204751_window_0120.wav,20260111_204751,120,1,train,30.0,no_background_noise
20260111_204751_window_0121.wav,20260111_204751,121,1,train,30.25,no_background_noise
20260111_204751_window_0122.wav,20260111_204751,122,1,train,30.5,no_background_noise
20260111_204751_window_0123.wav,20260111_204751,123,1,train,30.75,no_background_noise
20260111_204751_window_0124.wav,20260111_204751,124,1,train,31.0,no_background_noise
20260111_204751_window_0125.wav,20260111_204751,125,1,train,31.25,no_background_noise
20260111_204751_window_0126.wav,20260111_204751,126,1,train,31.5,no_background_noise
20260111_204751_window_0127.wav,20260111_204751,127,1,train,31.75,no_background_noise
20260111_204751_window_0128.wav,20260111_204751,128,1,train,32.0,no_background_noise
20260111_204751_window_0129.wav,20260111_204751,129,1,train,32.25,no_background_noise
20260111_204751_window_0130.wav,20260111_204751,130,1,train,32.5,no_background_noise
20260111_204751_window_0131.wav,20260111_204751,131,1,train,32.75,no_background_noise
20260111_204751_window_0132.wav,20260111_204751,132,1,train,33.0,no_background_noise
20260111_204751_window_0133.wav,20260111_204751,133,1,train,33.25,no_background_noise
20260111_204751_window_0134.wav,20260111_204751,134,1,train,33.5,no_background_noise
20260111_204751_window_0135.wav,20260111_204751,135,1,train,33.75,no_background_noise
20260111_204751_window_0136.wav,20260111_204751,136,1,train,34.0,no_background_noise
20260111_204751_window_0137.wav,20260111_204751,137,1,train,34.25,no_background_noise
20260111_204751_window_0138.wav,20260111_204751,138,1,train,34.5,no_background_noise
20260111_204751_window_0139.wav,20260111_204751,139,1,train,34.75,no_background_noise
20260111_204751_window_0140.wav,20260111_204751,140,1,train,35.0,no_background_noise
20260111_204751_window_0141.wav,20260111_204751,141,1,train,35.25,no_background_noise
20260111_204751_window_0142.wav,20260111_204751,142,1,train,35.5,no_background_noise
20260111_204751_window_0143.wav,20260111_204751,143,1,train,35.75,no_background_noise
20260111_204751_window_0144.wav,20260111_204751,144,1,train,36.0,no_background_noise
20260111_204751_window_0145.wav,20260111_204751,145,1,train,36.25,no_background_noise
20260111_204751_window_0146.wav,20260111_204751,146,1,train,36.5,no_background_noise
20260111_204751_window_0147.wav,20260111_204751,147,1,train,36.75,no_background_noise
20260111_204751_window_0148.wav,20260111_204751,148,1,train,37.0,no_background_noise
20260111_204751_window_0149.wav,20260111_204751,149,1,train,37.25,no_background_noise
20260111_204751_window_0150.wav,20260111_204751,150,1,train,37.5,no_background_noise
20260111_204751_window_0151.wav,20260111_204751,151,1,train,37.75,no_background_noise
20260111_204751_window_0152.wav,20260111_204751,152,1,train,38.0,no_background_noise
20260111_204751_window_0153.wav,20260111_204751,153,1,train,38.25,no_background_noise
20260111_204751_window_0154.wav,20260111_204751,154,1,train,38.5,no_background_noise
20260111_204751_window_0155.wav,20260111_204751,155,1,train,38.75,no_background_noise
20260111_204751_window_0156.wav,20260111_204751,156,1,train,39.0,no_background_noise
20260111_204751_window_0157.wav,20260111_204751,157,1,train,39.25,no_background_noise
20260111_204751_window_0158.wav,20260111_204751,158,1,train,39.5,no_background_noise
20260111_204751_window_0159.wav,20260111_204751,159,1,train,39.75,no_background_noise
20260111_204751_window_0160.wav,20260111_204751,160,1,train,40.0,no_background_noise
20260111_204751_window_0161.wav,20260111_204751,161,1,train,40.25,no_background_noise
20260111_204751_window_0162.wav,20260111_204751,162,1,train,40.5,no_background_noise
20260111_204751_window_0163.wav,20260111_204751,163,1,train,40.75,no_background_noise
20260111_204751_window_0164.wav,20260111_204751,164,1,train,41.0,no_background_noise
20260111_204751_window_0165.wav,20260111_204751,165,1,train,41.25,no_background_noise
20260111_204751_window_0166.wav,20260111_204751,166,1,train,41.5,no_background_noise
20260111_204751_window_0167.wav,20260111_204751,167,1,train,41.75,no_background_noise
20260111_204751_window_0168.wav,20260111_204751,168,1,train,42.0,no_background_noise
20260111_204751_window_0169.wav,20260111_204751,169,1,train,42.25,no_background_noise
20260111_204751_window_0170.wav,20260111_204751,170,1,train,42.5,no_background_noise
20260111_204751_window_0171.wav,20260111_204751,171,1,train,42.75,no_background_noise
20260111_204751_window_0172.wav,20260111_204751,172,1,train,43.0,no_background_noise
20260111_204751_window_0173.wav,20260111_204751,173,1,train,43.25,no_background_noise
20260111_204751_window_0174.wav,20260111_204751,174,1,train,43.5,no_background_noise
20260111_204751_window_0175.wav,20260111_204751,175,1,train,43.75,no_background_noise
20260111_204751_window_0176.wav,20260111_204751,176,1,train,44.0,no_background_noise
20260111_204751_window_0177.wav,20260111_204751,177,1,train,44.25,no_background_noise
20260111_204751_window_0178.wav,20260111_204751,178,1,train,44.5,no_background_noise
20260111_204751_window_0179.wav,20260111_204751,179,1,train,44.75,no_background_noise
20260111_204751_window_0180.wav,20260111_204751,180,1,train,45.0,no_background_noise
20260111_204751_window_0181.wav,20260111_204751,181,1,train,45.25,no_background_noise
20260111_204751_window_0182.wav,20260111_204751,182,1,train,45.5,no_background_noise
20260111_204751_window_0183.wav,20260111_204751,183,1,train,45.75,no_background_noise
20260111_204751_window_0184.wav,20260111_204751,184,1,train,46.0,no_background_noise
20260111_204751_window_0185.wav,20260111_204751,185,1,train,46.25,no_background_noise
20260111_204751_window_0186.wav,20260111_204751,186,1,train,46.5,no_background_noise
20260111_204751_window_0187.wav,20260111_204751,187,1,train,46.75,no_background_noise
20260111_204751_window_0188.wav,20260111_204751,188,1,train,47.0,no_background_noise
20260111_204751_window_0189.wav,20260111_204751,189,1,train,47.25,no_background_noise
20260111_204751_window_0190.wav,20260111_204751,190,1,train,47.5,no_background_noise
20260111_204751_window_0191.wav,20260111_204751,191,1,train,47.75,no_background_noise
20260111_204751_window_0192.wav,20260111_204751,192,1,train,48.0,no_background_noise
20260111_204751_window_0193.wav,20260111_204751,193,1,train,48.25,no_background_noise
20260111_204751_window_0194.wav,20260111_204751,194,1,train,48.5,no_background_noise
20260111_204751_window_0195.wav,20260111_204751,195,1,train,48.75,no_background_noise
20260111_204751_window_0196.wav,20260111_204751,196,1,train,49.0,no_background_noise
20260111_204751_window_0197.wav,20260111_204751,197,1,train,49.25,no_background_noise
20260111_204751_window_0198.wav,20260111_204751,198,1,train,49.5,no_background_noise
20260111_204751_window_0199.wav,20260111_204751,199,1,train,49.75,no_background_noise
20260111_204751_window_0200.wav,20260111_204751,200,1,train,50.0,no_background_noise
20260111_204751_window_0201.wav,20260111_204751,201,1,train,50.25,no_background_noise
20260111_204751_window_0202.wav,20260111_204751,202,1,train,50.5,no_background_noise
20260111_204751_window_0203.wav,20260111_204751,203,1,train,50.75,no_background_noise
20260111_204751_window_0204.wav,20260111_204751,204,1,train,51.0,no_background_noise
20260111_204751_window_0205.wav,20260111_204751,205,1,train,51.25,no_background_noise
20260111_204751_window_0206.wav,20260111_204751,206,1,train,51.5,no_background_noise
20260111_204751_window_0207.wav,20260111_204751,207,1,train,51.75,no_background_noise
20260111_204751_window_0208.wav,20260111_204751,208,1,train,52.0,no_background_noise
20260111_204751_window_0209.wav,20260111_204751,209,1,train,52.25,no_background_noise
20260111_204751_window_0210.wav,20260111_204751,210,1,train,52.5,no_background_noise
20260111_204751_window_0211.wav,20260111_204751,211,1,train,52.75,no_background_noise
20260111_204751_window_0212.wav,20260111_204751,212,1,train,53.0,no_background_noise
20260111_204751_window_0213.wav,20260111_204751,213,1,train,53.25,no_background_noise
20260111_204751_window_0214.wav,20260111_204751,214,1,train,53.5,no_background_noise
20260111_204751_window_0215.wav,20260111_204751,215,1,train,53.75,no_background_noise
20260111_204751_window_0216.wav,20260111_204751,216,1,train,54.0,no_background_noise
20260111_204751_window_0217.wav,20260111_204751,217,1,train,54.25,no_background_noise
20260111_204751_window_0218.wav,20260111_204751,218,1,train,54.5,no_background_noise
20260111_204751_window_0219.wav,20260111_204751,219,1,train,54.75,no_background_noise
20260111_204751_window_0220.wav,20260111_204751,220,1,train,55.0,no_background_noise
20260111_204751_window_0221.wav,20260111_204751,221,1,train,55.25,no_background_noise
20260111_204751_window_0222.wav,20260111_204751,222,1,train,55.5,no_background_noise
20260111_204751_window_0223.wav,20260111_204751,223,1,train,55.75,no_background_noise
20260111_204751_window_0224.wav,20260111_204751,224,1,train,56.0,no_background_noise
20260111_204751_window_0225.wav,20260111_204751,225,1,train,56.25,no_background_noise
20260111_204751_window_0226.wav,20260111_204751,226,1,train,56.5,no_background_noise
20260111_204751_window_0227.wav,20260111_204751,227,1,train,56.75,no_background_noise
20260111_204751_window_0228.wav,20260111_204751,228,1,train,57.0,no_background_noise
20260111_204751_window_0229.wav,20260111_204751,229,1,train,57.25,no_background_noise
20260111_204751_window_0230.wav,20260111_204751,230,1,train,57.5,no_background_noise
20260111_204751_window_0231.wav,20260111_204751,231,1,train,57.75,no_background_noise
20260111_204751_window_0232.wav,20260111_204751,232,1,train,58.0,no_background_noise
20260111_204751_window_0233.wav,20260111_204751,233,1,train,58.25,no_background_noise
20260111_204751_window_0234.wav,20260111_204751,234,1,train,58.5,no_background_noise
20260111_204751_window_0235.wav,20260111_204751,235,1,train,58.75,no_background_noise
20260111_204751_window_0236.wav,20260111_204751,236,1,train,59.0,no_background_noise
20260111_204751_window_0237.wav,20260111_204751,237,1,train,59.25,no_background_noise
20260111_204751_window_0238.wav,20260111_204751,238,1,train,59.5,no_background_noise
20260111_204751_window_0239.wav,20260111_204751,239,1,train,59.75,no_background_noise
20260111_204751_window_0240.wav,20260111_204751,240,1,train,60.0,no_background_noise
20260111_204751_window_0241.wav,20260111_204751,241,1,train,60.25,no_background_noise
20260111_204751_window_0242.wav,20260111_204751,242,1,train,60.5,no_background_noise
20260111_204751_window_0243.wav,20260111_204751,243,1,train,60.75,no_background_noise
20260111_204751_window_0244.wav,20260111_204751,244,1,train,61.0,no_background_noise
20260111_204751_window_0245.wav,20260111_204751,245,1,train,61.25,no_background_noise
20260111_204751_window_0246.wav,20260111_204751,246,1,train,61.5,no_background_noise
20260111_204751_window_0247.wav,20260111_204751,247,1,train,61.75,no_background_noise
20260111_204751_window_0248.wav,20260111_204751,248,1,train,62.0,no_background_noise
20260111_204751_window_0249.wav,20260111_204751,249,1,train,62.25,no_background_noise
20260111_204751_window_0250.wav,20260111_204751,250,1,train,62.5,no_background_noise
20260111_204751_window_0251.wav,20260111_204751,251,1,train,62.75,no_background_noise
20260111_204751_window_0252.wav,20260111_204751,252,1,train,63.0,no_background_noise
20260111_204751_window_0253.wav,20260111_204751,253,1,train,63.25,no_background_noise
20260111_204751_window_0254.wav,20260111_204751,254,1,train,63.5,no_background_noise
20260111_204751_window_0255.wav,20260111_204751,255,1,train,63.75,no_background_noise
20260111_204751_window_0256.wav,20260111_204751,256,1,train,64.0,no_background_noise
20260111_204751_window_0257.wav,20260111_204751,257,1,train,64.25,no_background_noise
20260111_204751_window_0258.wav,20260111_204751,258,1,train,64.5,no_background_noise
20260111_204751_window_0259.wav,20260111_204751,259,1,train,64.75,no_background_noise
20260111_204751_window_0260.wav,20260111_204751,260,1,train,65.0,no_background_noise
20260111_204751_window_0261.wav,20260111_204751,261,1,train,65.25,no_background_noise
20260111_204751_window_0262.wav,20260111_204751,262,1,train,65.5,no_background_noise
20260111_204751_window_0263.wav,20260111_204751,263,1,train,65.75,no_background_noise
20260111_204751_window_0264.wav,20260111_204751,264,1,train,66.0,no_background_noise
20260111_204751_window_0265.wav,20260111_204751,265,1,train,66.25,no_background_noise
20260111_204751_window_0266.wav,20260111_204751,266,1,train,66.5,no_background_noise
20260111_204751_window_0267.wav,20260111_204751,267,1,train,66.75,no_background_noise
20260111_204751_window_0268.wav,20260111_204751,268,1,train,67.0,no_background_noise
20260111_204751_window_0269.wav,20260111_204751,269,1,train,67.25,no_background_noise
20260111_204751_window_0270.wav,20260111_204751,270,1,train,67.5,no_background_noise
20260111_204751_window_0271.wav,20260111_204751,271,1,train,67.75,no_background_noise
20260111_204751_window_0272.wav,20260111_204751,272,1,train,68.0,no_background_noise
20260111_204751_window_0273.wav,20260111_204751,273,1,train,68.25,no_background_noise
20260111_204751_window_0274.wav,20260111_204751,274,1,train,68.5,no_background_noise
20260111_204751_window_0275.wav,20260111_204751,275,1,train,68.75,no_background_noise
20260111_204751_window_0276.wav,20260111_204751,276,1,train,69.0,no_background_noise
20260111_204751_window_0277.wav,20260111_204751,277,1,train,69.25,no_background_noise
20260111_204751_window_0278.wav,20260111_204751,278,1,train,69.5,no_background_noise
20260111_204751_window_0279.wav,20260111_204751,279,1,train,69.75,no_background_noise
20260111_204751_window_0280.wav,20260111_204751,280,1,train,70.0,no_background_noise
20260111_204751_window_0281.wav,20260111_204751,281,1,train,70.25,no_background_noise
20260111_204751_window_0282.wav,20260111_204751,282,1,train,70.5,no_background_noise
20260111_204751_window_0283.wav,20260111_204751,283,1,train,70.75,no_background_noise
20260111_204751_window_0284.wav,20260111_204751,284,1,train,71.0,no_background_noise
20260111_204751_window_0285.wav,20260111_204751,285,1,train,71.25,no_background_noise
20260111_204751_window_0286.wav,20260111_204751,286,1,train,71.5,no_background_noise
20260111_204751_window_0287.wav,20260111_204751,287,1,train,71.75,no_background_noise
20260111_204751_window_0288.wav,20260111_204751,288,1,train,72.0,no_background_noise
20260111_204751_window_0289.wav,20260111_204751,289,1,train,72.25,no_background_noise
20260111_204751_window_0290.wav,20260111_204751,290,1,train,72.5,no_background_noise
20260111_204751_window_0291.wav,20260111_204751,291,1,train,72.75,no_background_noise
20260111_204751_window_0292.wav,20260111_204751,292,1,train,73.0,no_background_noise
20260111_204751_window_0293.wav,20260111_204751,293,1,train,73.25,no_background_noise
20260111_204751_window_0294.wav,20260111_204751,294,1,train,73.5,no_background_noise
20260111_204751_window_0295.wav,20260111_204751,295,1,train,73.75,no_background_noise
20260111_204751_window_0296.wav,20260111_204751,296,1,train,74.0,no_background_noise
20260111_204751_window_0297.wav,20260111_204751,297,1,train,74.25,no_background_noise
20260111_204751_window_0298.wav,20260111_204751,298,1,train,74.5,no_background_noise
20260111_204751_window_0299.wav,20260111_204751,299,1,train,74.75,no_background_noise
20260111_204751_window_0300.wav,20260111_204751,300,1,train,75.0,no_background_noise
20260111_204751_window_0301.wav,20260111_204751,301,1,train,75.25,no_background_noise
20260111_204751_window_0302.wav,20260111_204751,302,1,train,75.5,no_background_noise
20260111_204751_window_0303.wav,20260111_204751,303,1,train,75.75,no_background_noise
20260111_204751_window_0304.wav,20260111_204751,304,1,train,76.0,no_background_noise
20260111_204751_window_0305.wav,20260111_204751,305,1,train,76.25,no_background_noise
20260111_204751_window_0306.wav,20260111_204751,306,1,train,76.5,no_background_noise
20260111_204751_window_0307.wav,20260111_204751,307,1,train,76.75,no_background_noise
20260111_204751_window_0308.wav,20260111_204751,308,1,train,77.0,no_background_noise
20260111_204751_window_0309.wav,20260111_204751,309,1,train,77.25,no_background_noise
20260111_204751_window_0310.wav,20260111_204751,310,1,train,77.5,no_background_noise
20260111_204751_window_0311.wav,20260111_204751,311,1,train,77.75,no_background_noise
20260111_204751_window_0312.wav,20260111_204751,312,1,train,78.0,no_background_noise
20260111_204751_window_0313.wav,20260111_204751,313,1,train,78.25,no_background_noise
20260111_204751_window_0314.wav,20260111_204751,314,1,train,78.5,no_background_noise
20260111_204751_window_0315.wav,20260111_204751,315,1,train,78.75,no_background_noise
20260111_204751_window_0316.wav,20260111_204751,316,1,train,79.0,no_background_noise
20260111_204751_window_0317.wav,20260111_204751,317,1,train,79.25,no_background_noise
20260111_204751_window_0318.wav,20260111_204751,318,1,train,79.5,no_background_noise
20260111_204751_window_0319.wav,20260111_204751,319,1,train,79.75,no_background_noise
20260111_204751_window_0320.wav,20260111_204751,320,1,train,80.0,no_background_noise
20260111_204751_window_0321.wav,20260111_204751,321,1,train,80.25,no_background_noise
20260111_204751_window_0322.wav,20260111_204751,322,1,train,80.5,no_background_noise
20260111_204751_window_0323.wav,20260111_204751,323,1,train,80.75,no_background_noise
20260111_204751_window_0324.wav,20260111_204751,324,1,train,81.0,no_background_noise
20260111_204751_window_0325.wav,20260111_204751,325,1,train,81.25,no_background_noise
20260111_204751_window_0326.wav,20260111_204751,326,1,train,81.5,no_background_noise
20260111_204751_window_0327.wav,20260111_204751,327,1,train,81.75,no_background_noise
20260111_204751_window_0328.wav,20260111_204751,328,1,train,82.0,no_background_noise
20260111_204751_window_0329.wav,20260111_204751,329,1,train,82.25,no_background_noise
20260111_204751_window_0330.wav,20260111_204751,330,1,train,82.5,no_background_noise
20260111_204751_window_0331.wav,20260111_204751,331,1,train,82.75,no_background_noise
20260111_204751_window_0332.wav,20260111_204751,332,1,train,83.0,no_background_noise
20260111_204751_window_0333.wav,20260111_204751,333,1,train,83.25,no_background_noise
20260111_204751_window_0334.wav,20260111_204751,334,1,train,83.5,no_background_noise
20260111_204751_window_0335.wav,20260111_204751,335,1,train,83.75,no_background_noise
20260111_204751_window_0336.wav,20260111_204751,336,1,train,84.0,no_background_noise
20260111_204751_window_0337.wav,20260111_204751,337,1,train,84.25,no_background_noise
20260111_204751_window_0338.wav,20260111_204751,338,1,train,84.5,no_background_noise
20260111_204751_window_0339.wav,20260111_204751,339,1,train,84.75,no_background_noise
20260111_204751_window_0340.wav,20260111_204751,340,1,train,85.0,no_background_noise
20260111_204751_window_0341.wav,20260111_204751,341,1,train,85.25,no_background_noise
20260111_204751_window_0342.wav,20260111_204751,342,1,train,85.5,no_background_noise
20260111_204751_window_0343.wav,20260111_204751,343,1,train,85.75,no_background_noise
20260111_204751_window_0344.wav,20260111_204751,344,1,train,86.0,no_background_noise
20260111_204751_window_0345.wav,20260111_204751,345,1,train,86.25,no_background_noise
20260111_204751_window_0346.wav,20260111_204751,346,1,train,86.5,no_background_noise
20260111_204751_window_0347.wav,20260111_204751,347,1,train,86.75,no_background_noise
20260111_204751_window_0348.wav,20260111_204751,348,1,train,87.0,no_background_noise
20260111_204751_window_0349.wav,20260111_204751,349,1,train,87.25,no_background_noise
20260111_204751_window_0350.wav,20260111_204751,350,1,train,87.5,no_background_noise
20260111_204751_window_0351.wav,20260111_204751,351,1,train,87.75,no_background_noise
20260111_204751_window_0352.wav,20260111_204751,352,1,train,88.0,no_background_noise
20260111_204751_window_0353.wav,20260111_204751,353,1,train,88.25,no_background_noise
20260111_204751_window_0354.wav,20260111_204751,354,1,train,88.5,no_background_noise
20260111_204751_window_0355.wav,20260111_204751,355,1,train,88.75,no_background_noise
20260111_204751_window_0356.wav,20260111_204751,356,1,train,89.0,no_background_noise
